technical_score,rsi,fundamental_score,sentiment_score,combined_score,volume_ratio,atr_percent,market_regime,twitter_sentiment,news_sentiment,rsi_oversold,rsi_overbought,macd_signal,ema_trend,price_vs_52w_high,price_vs_52w_low,pe_ratio_norm,revenue_growth,profit_margin,debt_to_equity,vix_level,sector_momentum,is_winner
64.93428306022466,39.87232587538428,34.457115110631186,33.28877962650368,51.504621044206594,0.7123062274910522,2.6377482643458046,-1,0.21492906109722001,0.0982268397535979,0,0,-1,-1,0.7988902559279105,1.3737106780716108,0.19830052127717898,-17.26529359616206,-0.28945593621258503,0.7191105128824271,19.534534548336985,-1.847488131399665,0
52.23471397657631,47.83221993926723,49.43833719909649,40.53603749393315,44.445246094366055,0.8583445115030793,0.7775616247807273,-1,0.34671981363626764,-0.006042856589552157,0,0,-1,1,0.9336125358540174,1.276388463770319,0.32857167303216617,42.83805254607029,1.809500213114685,0.4906863302931505,12.897954511512477,2.4496594433330734,1
67.95377076201385,38.11370118500058,50.32430369680004,35.869097246386325,49.41437563819507,0.7417889349516696,1.446116919484026,0,-0.9923699857492165,0.1298591557979344,0,0,0,1,0.5213763855382377,1.3836197766022624,0.2334345723893311,-12.563308880112295,-4.6614357447237715,0.6935382996267735,29.522609611251127,-2.094505639998076,1
85.46059712816052,45.38057705541439,58.5073462251813,41.78006271888293,62.720975912765496,1.0567614795463696,1.621474613803762,0,-0.045408871072722706,-0.29000509548582215,0,0,1,-1,0.6417375227661951,1.307950748175692,0.17642537312347492,49.14569753521432,10.814586018852005,0.6012404239122536,22.998889712680146,4.729865550924269,1
50.31693250553328,21.595779995693213,25.396549460945124,46.78774533933217,71.16784982545771,1.8195500872683588,1.6592463004008728,0,-0.8627320282884825,0.4140806269508894,1,0,-1,-1,0.8100945315728609,1.0203764190484579,0.7264039127403965,-17.71099590452905,19.23524063578384,1.4305500269559013,27.758955234926802,-1.1761314153375877,1
50.317260861016386,53.19940561059408,60.66621092925195,62.557317294970765,60.5573099629536,0.6800961603226223,1.7721587255885032,0,-0.035462533671283825,0.48121137378088025,0,0,0,-1,0.49918655248255106,1.0190223420754794,0.3853670901644432,7.686127687599832,35.185778369249704,0.5607134352717092,24.78065356378867,-13.084545064551008,1
86.58425631014782,50.01808213043336,1.3209506311500476,45.18261441941446,53.52584812707655,1.64939779552409,2.1047062904542733,-1,-0.0021513632943980436,0.011776174439828339,0,0,1,1,0.950066483444385,1.2215858537097297,0.712995033882329,-19.848200119289785,28.269446780602923,0.9924838454046313,10.0,-9.594776836442131,0
70.34869458305818,37.74367053397714,38.66207805745141,26.21561439845611,74.47017655456642,0.6764910670103251,1.6255350520422926,0,-0.7447631957732516,0.6057765326533885,0,0,1,1,0.6098544253098188,1.2538357681434464,0.19944127593850378,26.376044203001587,12.54810257045589,0.8810423883800631,27.2339971845953,-4.207108078470259,1
45.610512281300956,59.88868502648607,41.21107083587219,67.10101769742741,47.30745290422717,0.6545458738002266,1.4230133307759796,0,0.5774515086239597,-0.09975698288748011,0,0,-1,-1,0.675762654141169,1.4451845597091173,0.4192909028914847,15.110377162706335,1.6190792570514798,0.7898021351771491,26.48932025221327,10.081716407434763,1
65.8512008717193,64.06355206439838,61.399882869282294,37.443647995774406,67.46379007550361,1.5057593300020973,1.4006890052110441,0,0.08580474229038747,0.10010799846407006,0,0,1,-1,0.6852191852629853,1.3982117202585314,0.2533915364683239,41.445400178044764,18.88337022002832,0.37467933092266664,21.921980986350775,-7.642809105811222,1
45.73164614375075,25.886602034465387,50.40735534818364,49.119193593430566,47.67905802473082,1.5856084106951547,1.2909697487647522,0,-0.2547070296246106,0.35797226594362835,1,0,1,1,0.5867111964502042,1.5085752401651376,0.19380674315429963,31.099196296452778,-14.548215031938437,0.5124351130000195,37.36326261714089,3.1444561473128507,1
45.68540492859486,38.55912832150679,24.69986503058684,56.69804760411067,58.46534437016339,1.5306691127231984,2.259214823595051,0,0.43961382824955547,-0.11475111505572738,0,0,-1,1,0.8967507923094964,1.0699161911102493,0.3129394494441109,13.082282067540906,0.18105660337315754,0.6608828595807855,28.361081069461193,3.2536508371861594,0
59.839245431320684,38.46286475319053,32.27012373529372,52.99415627604174,50.29656152814323,0.5179385339409166,1.2730156435273594,0,-0.538683966192695,-0.3453872647198596,0,0,0,1,0.8238551696593074,1.403030243135872,0.4577767096554973,12.875570933961834,21.52769790704215,0.36262771858718273,28.065396810159918,-9.735191462321737,0
16.73439510684404,35.90145348336703,53.57624017185332,66.41269321282213,51.16221726020784,0.7921729902099769,2.3133771893502706,0,-0.36875131005549516,-0.4029292664047135,0,0,0,-1,0.6630226400892777,1.2980474041305743,0.8669050024873348,-21.632786032737403,25.13946588124727,0.41154430409590453,10.0,-2.158503240701948,0
20.501643349739346,62.44212262897623,48.57678784643799,57.185047150891386,46.339202238066854,1.5090711000448362,1.6612986784258303,0,-0.6898366571009695,0.5152066409756647,0,0,-1,-1,0.7328807506914309,1.3718483945639854,0.49162388978208493,19.548869693049742,31.62717995637658,0.5555052328447883,30.751446141283676,1.2368329404930094,0
43.754249415180546,47.09260791840795,39.575766026556565,37.08035630454338,72.17281046771042,1.0209881371714233,1.3384310600297649,-1,0.5403135589618001,-0.13225616265969442,0,0,-1,-1,0.8261384035714502,1.4618059050019532,0.7053755092963141,7.587924223071807,10.302583131778038,0.9094485236120369,25.42032731878477,-2.236453144327886,0
34.74337759331152,46.03227738034084,41.34499178878437,82.67843260987493,41.00610942837197,0.5845888945798633,2.111424601593794,0,0.09970391144160104,-0.046434190854624656,0,0,0,-1,0.8615646613266182,1.2255422138138865,0.60467592143292,26.473816892470815,31.444827556133106,1.724478096725312,10.0,4.53503912385135,1
61.28494665190548,19.942064533898698,62.5310239488672,52.915001950073496,40.896516211769374,1.2575419340121607,1.2324677128373873,1,0.1978205369545485,-0.2781910195802636,1,0,0,1,0.6917333577325967,1.0574613702786733,0.07605815863043679,28.726607448776786,6.2391128427504565,0.8696507041871261,22.559666899246455,4.2303632305381935,1
36.83951848957578,59.5312704531384,40.681533688354136,47.78989660067741,83.81490348767664,0.6994901059088899,2.1281937521796275,0,0.09030037017554271,0.2370848198322971,0,0,-1,1,0.39993143219943345,1.20334783370129,0.5596235765998646,-6.059871302760776,5.053905302221599,0.7994400870031585,10.0,1.6937182526943564,0
26.75392597329417,31.41112407719791,48.41435760747668,64.45888134583356,66.66771346981497,2.452878969316073,1.795153347182833,-1,0.17213032834337538,-0.19538996480614623,0,0,-1,-1,0.7160623852214684,1.2456076546047226,0.6083443204340896,-8.089811399790122,16.610925509775203,0.7724788360305282,25.474360229990857,7.341363678939513,1
84.31297537843108,50.89898945399492,89.05885858544977,53.74176418895108,16.22329451960445,2.1650008005190218,1.2988381373758546,1,0.02342331416879683,-0.12281575691533048,0,0,-1,-1,0.9419764280916308,1.3195854669795872,0.7839661988677847,11.925745467188836,29.13768770982059,0.6037414848439968,21.45225157564314,-0.029623717084360873,1
